OBJECTID,name,Shape_Length,main_trail,locality,walk,bike,off_road_vehicle,mobility_access,horse,dog_access,dog_weblink,conditions_of_use,status,description,weblink,image_link,managed_by,data_supplier,spatial_accuracy,date_modified,local_authority
201,,1055.98958194485,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
202,,538.390458232023,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
203,,3159.5863702475,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
204,,860.540339158036,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
205,,314.284624036258,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
206,,522.386196226927,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
207,,275.643751778486,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
208,Te Wera Road,616.57743831892,,Gisborne District [Matawai],,,,,,,,,,,,,,,,,
209,Wharekopae Road,5096.88647622284,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
210,,2119.61437739596,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
211,Matawai Road,4204.93432357884,,Gisborne District [Waerengaahika-Matawai],,,,,,,,,,,,,,,,,
212,,1742.62272831098,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
213,,1379.1348562022,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
214,,2516.36499210493,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
215,,1373.33924002802,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
216,,768.399432249062,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
217,,1776.16709556983,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
218,Wharekopae Road,8061.27669512588,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
219,,1020.20410052567,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
220,,1117.62735228402,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
221,Matawai Road,509.626799441593,,Gisborne District [Waerengaahika-Matawai],,,,,,,,,,,,,,,,,
222,,1253.33509218293,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
223,,913.144012425535,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
224,,2566.20895723942,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
225,,1345.21748235833,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
226,,3083.98592991702,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
227,,2854.18235989207,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
228,Whinray Track,5848.23523840699,,,3,99,99,,99,,,,,Whinray Track,,,DOC,DOC,,,
229,,1755.30897706668,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
230,,3887.43205011862,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
231,,1045.00492699713,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
232,,335.766367411833,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
233,,879.181081319618,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
234,Wharekopae Road,3565.28243652684,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
235,,324.722616812726,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
236,,135.225445847061,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
237,,2639.85968511835,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
238,,1398.06491958284,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
239,,2165.00386371582,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
240,,1144.9479036899,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
241,,834.972990342563,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
242,,717.520122011862,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
243,,1209.39704993913,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
244,,987.6708998967,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
245,,788.15759439412,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
246,Wharekopae Road,2727.3517559066,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
247,,2259.8099563135,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
248,,891.888218397875,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
249,,4880.13662735985,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
250,,1640.45151223549,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
251,,955.031123204523,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
252,,563.91091547646,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
253,,1032.9714342712,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
254,,299.535852522514,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
255,,1794.77000215929,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
256,,530.644281053145,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
257,,155.718373193306,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
258,,1453.75328099046,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
259,,1533.20270730675,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
260,,559.465399465403,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
261,,470.911870601535,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
262,,401.149315773908,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
263,,51.4643636346106,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
264,,53.7828782722312,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
265,,843.307951508157,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
266,,1344.285626213,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
267,,461.147985602073,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
268,,375.74145479769,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
269,,509.022779776993,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
270,,1088.75222177719,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
271,,1157.39316118191,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
272,,4088.70996168951,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
273,,415.02489176116,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
274,,391.570759237662,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
275,,1549.66705129054,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
276,,161.412590037558,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
277,,375.373210845317,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
278,,201.163105453659,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
279,,549.366196260216,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
280,,536.657150159105,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
281,,1134.07596414788,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
282,,1115.75464327514,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
283,,867.645884674748,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
284,,2025.57897274782,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
285,,597.952794213886,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
286,Wharekopae Road,2625.80985925402,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
287,,468.869330783575,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
288,,440.944063203138,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
289,,604.022838983384,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
290,,302.493432863285,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
291,,1065.50320534126,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
292,,215.461242428431,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
293,,955.768193561187,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
294,,1792.91599604404,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
295,,1082.51227733975,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
296,Otoko W/Way,6956.7117409217,,,3,99,99,,99,,,,,Otoko W/Way,,,DOC,DOC,,,
297,,771.030539503724,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
298,Otoko Walkway,6840.6309563276,Otoko Walkway,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
299,,2912.60139769943,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
300,,226.140816184781,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
301,,4806.34886423547,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
302,,1229.75655859757,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
303,,589.917607902434,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
304,,896.764626944953,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
305,,4961.2047226977,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
306,,1088.12415035271,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
307,,930.809503265057,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
308,,488.737636949605,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
309,,360.70636681203,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
310,,339.951979609065,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
311,,785.639893894494,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
312,,272.039315757509,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
313,,3097.95379370285,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
314,,902.4694470497,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
315,,382.003624642966,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
316,Wharekopae Road,4030.72975865149,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
317,,2581.5760208364,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
318,,2206.69174173521,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
319,,1990.66760028619,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
320,,2008.25469665259,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
321,,2297.74037164158,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
322,,1147.99901409886,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
323,,372.936595159766,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
324,,293.042474861864,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
325,,1407.85853601229,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
326,,227.514791221624,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
327,,3836.17920931836,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
328,,546.883527926591,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
329,,396.582306533953,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
330,,439.366333993102,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
331,,1076.97451657077,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
332,,1770.42214896938,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
333,,905.015103363836,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
334,,686.96025477212,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
335,,136.826725865096,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
336,,197.765818221457,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
337,,1223.41571536014,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
338,,514.472765192345,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
339,,1518.59122237887,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
340,,569.830958537962,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
341,,387.336364716844,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
342,,874.672445876409,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
343,,745.011389925078,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
344,,410.007147689805,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
345,,258.672350934201,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
346,,442.175923729019,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
347,,530.986248845268,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
348,Wharekopae Road,196.321535155015,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
349,,514.470762819527,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
350,,4085.48811650988,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
351,,626.59774067666,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
352,,3673.26008196428,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
353,,721.091457154904,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
354,Wharekopae Road,2572.5265157574,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
355,,1083.48418431827,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
356,,41.0256856016409,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
357,,798.384111658053,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
358,,339.15645434529,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
359,,493.659778258569,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
360,,839.518864095675,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
361,,731.713968392266,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
362,,1697.5411288548,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
363,,625.323679573826,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
364,,1943.5549034634,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
365,,209.046891176372,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
366,,935.253620214931,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
367,,409.955624775936,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
368,,527.27572729648,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
369,,961.135532995052,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
370,,1175.40471251314,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
371,,304.718572492394,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
372,,564.512686741426,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
373,,711.609398033906,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
374,,1985.91164548642,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
375,,415.045213213844,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
376,Wharekopae Road,3406.95532197179,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
377,,606.435178266439,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
378,,1918.45446883169,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
379,,737.262362955276,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
380,,96.0236894157369,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
381,,1699.28601814845,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
382,,1434.01632857428,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
383,,369.720131382835,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
384,Wharekopae Road,1416.53627396234,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
385,Wharekopae Road,767.053909065891,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
386,,701.943789232771,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
387,Wharekopae Road,670.569204883364,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
388,,1695.62510359685,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
389,Wharekopae Road,2786.81945431587,,Gisborne District [Patutahi-Wharekopae],,,,,,,,,,,,,,,,,
390,,1361.21057574038,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
391,,1386.21775682783,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
392,,2926.08456264108,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
393,,1302.36810830575,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
394,Wharerata Track,4332.18613087967,Wharerata Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
395,,4032.34728186824,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
396,Grey'S Bush Track,346.09200332267,Grey'S Bush Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
397,,863.716376886128,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
398,,1772.86521543839,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
399,,2467.93898567869,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
400,Tiniroto Road,633.305279315373,,Gisborne District [Patutahi-Tiniroto],,,,,,,,,,,,,,,,,
401,Tiniroto Road,615.652329483098,,Gisborne District [Patutahi-Tiniroto],,,,,,,,,,,,,,,,,
402,Tiniroto Road,1450.14166274975,,Gisborne District [Patutahi-Tiniroto],,,,,,,,,,,,,,,,,
403,Wharerata Road,253.483044427233,,Gisborne District [Matawhero-Bartletts],,,,,,,,,,,,,,,,,
404,Wharerata Road,669.020323340073,,Gisborne District [Matawhero-Bartletts],,,,,,,,,,,,,,,,,
405,Bloomfield Road,1578.88970697877,,Gisborne District [Matawhero-Waerengaahika],,,,,,,,,,,,,,,,,
406,Bloomfield Road,496.559866980162,,Gisborne District [Matawhero-Waerengaahika],,,,,,,,,,,,,,,,,
407,Bushmere Road,653.333640685709,,Gisborne District [Makaraka-Waerengaahika],,,,,,,,,,,,,,,,,
408,East-West -Mangatutara Hut To Oronui Hut,6220.18023323205,,,6,99,99,,99,,,,,East-West -Mangatutara Hut To Oronui Hut,,,DOC,DOC,,,
409,Farmer Road,738.801275136303,,Gisborne District [Makaraka],,,,,,,,,,,,,,,,,
410,Makaraka Road,49.9127609322515,,Gisborne District [Makaraka],,,,,,,,,,,,,,,,,
411,Pilmer Road,659.899473566934,,Gisborne District [Makauri],,,,,,,,,,,,,,,,,
412,Pilmer Road,350.552328235788,,Gisborne District [Makauri],,,,,,,,,,,,,,,,,
413,Pilmer Road,573.221828939633,,Gisborne District [Makauri],,,,,,,,,,,,,,,,,
414,Grey'S Bush Track,94.1359670410216,Grey'S Bush Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
415,Nelson Road,279.571451989192,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
416,Oneroa,954.577729990072,,Gisborne,,,,,,,,,,,,,,,,,Gisborne District Council
417,Stout Street,97.7175015180102,,Gisborne District [Whataupoko-Riverdale],,,,,,,,,,,,,,,,,
418,Gray'S Bush Track,1068.47245158259,,,2,99,99,,99,,,,,Gray'S Bush Track,,,DOC,DOC,,,
419,Grey'S Bush Track,96.0924983398027,Grey'S Bush Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
420,Grey'S Bush Track,94.3356340975862,Grey'S Bush Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
421,,1561.27167093338,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
422,Tucker Road,350.752318124116,,Gisborne District [Makauri-Waerengaahika],,,,,,,,,,,,,,,,,
423,Grey'S Bush Track,121.344459470879,Grey'S Bush Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
424,Grey'S Bush Track,95.3106438423825,Grey'S Bush Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
425,Grey'S Bush Track,347.353174864942,Grey'S Bush Track,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
426,Nelson Road,1434.87952368922,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
427,Nelson Road,33.9355905687817,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
428,Nelson Road,543.991517418503,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
429,,412.086011641749,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
430,Nelson Road,59.5512096702956,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
431,Nelson Road,130.908081584276,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
432,Nelson Road,18.7360920809863,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
433,Nelson Road,362.153699249864,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
434,Nelson Road,142.805441334768,,Gisborne District [Riverdale-Makauri],,,,,,,,,,,,,,,,,
435,Alfred Cox,838.194011617303,,Gisborne,,,,,,,,,,,,,,,,,Gisborne District Council
436,,2817.73199910701,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
437,Stout Street,221.149055246759,,Gisborne District [Whataupoko-Riverdale],,,,,,,,,,,,,,,,,
438, ,1847.08905068783,, ,,,,,,,,,,,,,,,,,
439,Waikanae Beach,615.55081192045,,Gisborne,,,,,,,,,,,,,,,,,Gisborne District Council
440,Grey Street,90.818035805652,,Gisborne District [Gisborne-Awapuni],,,,,,,,,,,,,,,,,
441,Alfred Cox,241.864832352069,,Gisborne,,,,,,,,,,,,,,,,,Gisborne District Council
442,Grey Street,92.3614039480941,,Gisborne District [Gisborne-Awapuni],,,,,,,,,,,,,,,,,
443,Stout Street,114.789608166981,,Gisborne District [Whataupoko-Riverdale],,,,,,,,,,,,,,,,,
444,Grey Street,124.754137360566,,Gisborne District [Gisborne-Awapuni],,,,,,,,,,,,,,,,,
445,City Rivers,1214.60009625417,,Gisborne,,,,,,,,,,,,,,,,,Gisborne District Council
446,Stout Street,68.5199533616086,,Gisborne District [Whataupoko-Riverdale],,,,,,,,,,,,,,,,,
447,Stout Street,153.207649264802,,Gisborne District [Whataupoko-Riverdale],,,,,,,,,,,,,,,,,
448,Stout Street,221.786875959497,,Gisborne District [Whataupoko-Riverdale],,,,,,,,,,,,,,,,,
449,,1236.00939938511,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
450,,33.7380976651947,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
451,,133.333079014493,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
452,,1763.15209112799,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
453,,21.3647013441071,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
454,,721.115301984164,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
455, ,280.613163018695,, ,,,,,,,,,,,,,,,,,
456,,575.311057784153,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
457,,106.452330760834,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
458,,79.0085150472366,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
459,Stout Street,138.115329990616,,Gisborne District [Whataupoko-Riverdale],,,,,,,,,,,,,,,,,
460,,178.348831594945,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
461,,240.87982609411,,Kaiti Hill,,,,,,,,,,,,,,,,,Gisborne District Council
462,,312.685472732564,,,99,99,,,,,,,,,,,,Land Information New Zealand,,,
